img_id,xmin,ymin,xmax,ymax,class_id
000000000629.jpg,320.97024000000005,257.1199715,567.72992,414.22992450000004,motorcycle
000000000192.jpg,349.47999999999996,253.48008000000004,481.08,473.52984000000004,person
000000000192.jpg,437.20959999999997,218.33016,515.61984,466.36008000000004,person
000000000192.jpg,0.9299200000000027,274.22976,37.45984,479.73984,person
000000000192.jpg,268.1100799999999,179.46,379.45984,415.14,person
000000000192.jpg,13.200000000000003,381.39024,49.2,474.37008,baseball bat
000000000077.jpg,216.04,56.30981249999999,319.49,175.2399375,person
000000000077.jpg,320.73,53.730187499999985,415.36,151.0100625,person
000000000077.jpg,41.55000000000001,320.34,92.09,344.58,skateboard
000000000077.jpg,236.63,140.689875,263.96,169.21987499999997,skateboard
000000000077.jpg,24.830000000000013,167.52993750000002,121.83000000000001,332.9398125,person
000000000077.jpg,286.32,101.2899375,311.02000000000004,143.0098125,person
000000000077.jpg,355.43000000000006,141.1899375,379.49,156.2300625,skateboard
000000000077.jpg,266.35,58.1799375,289.28,140.6998125,person
000000000208.jpg,1.080319999999972,108.94031999999999,640.0,475.69008,sink
000000000208.jpg,0.00032000000001630724,150.35976,304.55008,260.11992,sink
000000000208.jpg,157.81024,170.20991999999998,349.57024,259.10015999999996,toothbrush
000000000208.jpg,57.35040000000001,122.17968000000002,215.69024,204.46992,toothbrush
000000000620.jpg,243.05976,2.88032000000004,479.99976000000004,585.3500799999999,refrigerator
000000000620.jpg,96.62999999999998,252.93952000000002,318.23015999999996,398.17984,pizza
000000000086.jpg,152.11007999999998,183.09983999999997,281.260032,559.06976,person
000000000086.jpg,130.139904,346.51968,424.400128,635.15968,motorcycle
000000000086.jpg,265.100032,294.59008000000006,399.700224,404.76992000000007,handbag
000000000431.jpg,359.09024,194.1598195,371.27008,205.79986649999998,sports ball
000000000431.jpg,153.74975999999998,67.1201995,311.04,319.5901465,person
000000000431.jpg,296.7904,158.950068,378.06016,221.039914,tennis racket
000000000247.jpg,55.619839999999996,186.010072,141.32992000000002,221.570104,car
000000000247.jpg,514.3199999999999,179.77006400000002,549.32032,197.980016,car
000000000247.jpg,478.50976,175.79994,509.43008,198.50980399999997,car
000000000247.jpg,2.859839999999963,0.4799680000000137,639.99968,418.75003200000003,airplane
000000000247.jpg,544.07008,172.309784,552.18976,178.47983200000002,car
000000000247.jpg,533.65984,171.51012,541.1100799999999,178.110104,car
000000000247.jpg,420.19968000000006,85.509776,640.0000000000001,141.599888,airplane
000000000247.jpg,503.74976000000004,169.880264,519.32992,177.580104,car
000000000382.jpg,507.70975999999996,363.06023999999996,561.17984,444.34008,person
000000000382.jpg,492.71008000000006,432.70992,570.44,457.76976,skis
000000000382.jpg,517.7104,365.61,534.90016,388.66008,backpack
000000000144.jpg,232.99040000000002,121.70976000000002,599.73024,480.00000000000006,giraffe
000000000144.jpg,193.33024,131.88984,493.99008000000003,479.99976,giraffe
000000000144.jpg,48.54015999999996,79.82016000000004,442.25024,480.00000000000006,giraffe
000000000597.jpg,337.92992000000004,167.849996,378.69984,191.310052,elephant
000000000597.jpg,383.53983999999997,148.450072,452.65984,191.470136,elephant
000000000597.jpg,467.92992,149.900128,540.8099199999999,193.240112,elephant
000000000597.jpg,196.38975999999997,142.720032,271.6896,190.099936,elephant
000000000597.jpg,134.39008,154.57988799999998,193.92991999999998,189.169936,elephant
000000000597.jpg,89.52991999999999,162.19014,124.37983999999999,188.33008400000003,elephant
000000000597.jpg,1.6700799999999987,154.92994000000002,56.84,188.370012,elephant
000000000450.jpg,461.70016,3.230160000000005,559.64,73.18008,wine glass
000000000450.jpg,562.0198399999999,-0.000240000000005125,640.0,192.96983999999998,cup
000000000450.jpg,0.0,13.739760000000047,566.41024,471.83976,pizza
000000000450.jpg,0.0,1.0800000000000125,640.0,480.0,dining table
000000000370.jpg,90.80999999999995,24.500159999999937,480.00023999999996,640.00032,person
000000000370.jpg,242.44992000000002,257.0502399999999,480.0,501.00032,broccoli
000000000394.jpg,0.0,16.169809499999985,625.80992,588.5601085000001,dog
000000000394.jpg,235.34976000000003,185.44980350000003,590.81984,477.43998250000004,frisbee
000000000514.jpg,37.390139999999974,225.88991999999996,360.00018,624.27968,bed
000000000078.jpg,359.799696,2.0697839999999985,573.929928,237.979872,clock
000000000474.jpg,3.3697935000000143,42.70000000000002,332.5799205,471.90999999999997,person
000000000474.jpg,9.859963500000006,234.49999999999997,98.2697985,305.80999999999995,baseball glove
000000000081.jpg,38.54975999999999,40.479974999999996,622.56,358.499825,airplane
000000000201.jpg,333.73984,31.74005200000002,488.58976,394.33993999999996,snowboard
000000000201.jpg,284.37984,17.32993400000001,430.87008,379.260002,snowboard
000000000201.jpg,266.08000000000004,48.80013200000002,361.18016,343.240164,snowboard
000000000201.jpg,242.61023999999998,53.19012799999999,328.88032,346.18009600000005,snowboard
000000000201.jpg,211.54015999999996,46.950102000000015,294.29024,333.82009800000003,snowboard
000000000201.jpg,615.24992,195.43015,627.72992,212.00017,person
000000000201.jpg,585.90016,194.45003,597.6403200000001,212.36996200000002,person
000000000201.jpg,268.40031999999997,63.330089999999984,362.66016,358.540094,snowboard
000000000241.jpg,36.10008,553.7996800000001,65.99016,640.0,bottle
000000000241.jpg,312.46008,250.91999999999996,479.65992,546.93984,couch
000000000241.jpg,0.3299999999999983,278.19007999999997,143.45015999999998,538.6201599999999,couch
000000000241.jpg,132.70008,6.569919999999968,333.13032,632.7401600000001,person
000000000241.jpg,1.4399999999999977,263.55008,207.09984,611.5999999999999,person
000000000241.jpg,295.71000000000004,263.06016,402.85992,520.21024,person
000000000241.jpg,103.72008000000001,595.28992,154.44024000000002,639.99968,cup
000000000241.jpg,0.07967999999999975,596.4902400000001,43.41983999999999,640.0,cup
000000000241.jpg,117.10007999999999,321.70016000000004,161.22024,343.86016,remote
000000000241.jpg,343.93992,469.64,409.25016,543.11008,handbag
000000000241.jpg,0.0,372.74015999999995,45.14976,576.12,person
000000000241.jpg,395.51016,337.97984,480.00024,568.08992,person
000000000241.jpg,90.84983999999999,71.11008,200.68968,272.31008,potted plant
000000000241.jpg,134.44992,350.25984,184.22975999999997,422.52992,potted plant
000000000605.jpg,0.0,2.3500799999999913,640.0,480.0,dining table
000000000605.jpg,290.80992000000003,123.77976,515.67968,298.91976,cup
000000000605.jpg,260.52991999999995,203.58024000000003,319.45984,301.61016000000006,spoon
000000000605.jpg,409.8896,30.19991999999999,552.26976,172.57992000000002,cup
000000000257.jpg,89.29984,197.23968,112.83008,230.01984000000002,traffic light
000000000257.jpg,50.269760000000005,199.12992,75.35968,222.88992,traffic light
000000000257.jpg,176.16,362.20992,226.55999999999997,417.69984,backpack
000000000257.jpg,249.17023999999998,277.95984,454.11039999999997,400.93008,truck
000000000257.jpg,508.44991999999996,304.48008000000004,639.2095999999999,368.35992,truck
000000000257.jpg,139.56992000000002,345.57984000000005,211.08992,480.00000000000006,person
000000000257.jpg,236.73984,326.46024000000006,265.12,406.18008000000003,person
000000000257.jpg,211.61952,332.48999999999995,233.89984,392.98008,person
000000000257.jpg,264.09024,330.65016,280.46016,403.53,person
000000000257.jpg,287.83008,337.13975999999997,320.98016,414.13992,person
000000000257.jpg,570.98016,327.79008,585.73024,370.03008,person
000000000257.jpg,125.18976000000002,325.45007999999996,135.31968,362.48015999999996,person
000000000257.jpg,316.71999999999997,334.13016,336.89024,408.93,person
000000000257.jpg,77.65024,326.41008,97.9504,374.58000000000004,person
000000000257.jpg,138.10976000000002,325.59024,153.65984,364.04016,person
000000000257.jpg,225.16992,327.33000000000004,240.38016,396.87,person
000000000257.jpg,227.37023999999997,296.50008,238.67007999999998,307.89,traffic light
000000000257.jpg,27.579839999999997,303.10008000000005,33.27008,310.21032,traffic light
000000000257.jpg,28.929920000000003,276.6,34.750080000000004,288.36,traffic light
000000000257.jpg,208.46976,340.87008000000003,219.76960000000003,360.45024,backpack
000000000257.jpg,306.74016,360.16008,319.25024,373.92984,handbag
000000000257.jpg,190.83008,330.6,211.45983999999999,370.36992,person
000000000257.jpg,519.9599999999999,323.80992000000003,640.00032,480.0,truck
000000000257.jpg,55.23967999999998,301.11,196.46976,360.95016,truck
000000000257.jpg,473.60992,320.43024,498.39008,334.38,truck
000000000257.jpg,89.93024,177.96984,104.96000000000001,192.61992,traffic light
000000000257.jpg,93.12992,344.24016,99.0096,356.72016,handbag
000000000257.jpg,537.15968,328.86,551.2396799999999,368.67984,person
000000000257.jpg,301.98016,260.82,309.07008,275.00016,traffic light
000000000257.jpg,295.59999999999997,261.40008,301.98976,273.60024,traffic light
000000000257.jpg,55.4,299.17008,60.279999999999994,303.46992,traffic light
000000000257.jpg,208.91008,341.47992000000005,220.12032,370.53000000000003,handbag
000000000257.jpg,472.59968,340.87992,478.73984,345.47976,handbag
000000000326.jpg,152.56992000000002,90.6800685,517.24,426.4502375,person
000000000326.jpg,231.68992,34.86988750000003,478.58975999999996,298.98006250000003,wine glass
000000000151.jpg,434.61,61.50976,465.17016,114.78976,person
000000000151.jpg,210.76008,4.600320000000011,480.00023999999996,640.0,train
000000000151.jpg,212.61,329.17024000000004,250.73016,364.56032000000005,stop sign
000000000650.jpg,179.97984,110.19012549999998,484.8496,354.4601725,cat
000000000650.jpg,2.3798400000000584,279.529999,639.99968,421.370005,car
000000000094.jpg,356.2304,275.21986100000004,399.10016,313.679751,car
000000000094.jpg,542.0,263.00018850000004,624.59968,356.5101995,truck
000000000436.jpg,7.21010849999999,2.8799999999999955,427.0002135,628.4697600000001,person
000000000436.jpg,219.7198955,237.32032,323.1499705,309.85024,donut
000000000397.jpg,477.94016000000005,0.0,621.41984,98.06016,chair
000000000397.jpg,4.310079999999971,44.22,635.33024,456.27024000000006,pizza
000000000397.jpg,0.0,294.56976000000003,36.75008,366.44976,cup
000000000397.jpg,479.99968,315.42984,630.85984,473.76984000000004,cup
000000000397.jpg,595.24,404.53008,639.9996799999999,456.63023999999996,fork
000000000397.jpg,1.249920000000003,349.08984,504.94016,479.99976000000004,dining table
000000000397.jpg,3.740159999999989,-0.000240000000005125,229.40032000000002,205.32984,person
000000000623.jpg,271.29,72.62,375.00000000000006,311.0,bench
000000000623.jpg,1.1199375000000202,31.45999999999995,356.18006249999996,494.38,teddy bear
000000000623.jpg,273.6200625,62.92,373.2399375,302.76,chair
000000000623.jpg,162.33993750000002,1.299999999999983,374.0300625,492.21000000000004,person
000000000542.jpg,3.260159999999985,4.349950000000007,640.0,325.199842,airplane
000000000542.jpg,222.66016000000002,189.73017799999997,291.65024000000005,375.81027,person
000000000542.jpg,149.13984,209.989934,197.50976000000003,375.13993,person
000000000542.jpg,452.45984,195.77969399999998,492.69984,355.659898,person
000000000542.jpg,356.15968000000004,211.38990399999994,403.49984,345.21009599999996,person
000000000542.jpg,317.68992,211.329888,357.89024,343.97976800000004,person
000000000542.jpg,296.01984,206.36985599999997,329.47008,349.029824,person
000000000542.jpg,185.31008000000003,212.23012800000004,229.40992,348.02020000000005,person
